Brand_Name,Year,Month,Month_Sin,Month_Cos,USD_Rate,Lag_1,Lag_12,Rolling_Mean_3,Issued_Qty
Actos ,2022,1,0.49999999999999994,0.8660254037844387,205.1,165.0,141.0,152.0,168.0
Actos ,2022,2,0.8660254037844386,0.5000000000000001,208.4,168.0,177.0,157.0,152.0
Actos ,2022,3,1.0,6.123233995736766e-17,290.5,152.0,161.0,161.66666666666666,199.0
Actos ,2022,4,0.8660254037844387,-0.4999999999999998,320.1,199.0,175.0,173.0,150.0
Actos ,2022,5,0.49999999999999994,-0.8660254037844387,355.4,150.0,176.0,167.0,181.0
Actos ,2022,6,1.2246467991473532e-16,-1.0,360.2,181.0,192.0,176.66666666666666,183.0
Actos ,2022,7,-0.4999999999999997,-0.8660254037844388,362.5,183.0,198.0,171.33333333333334,202.0
Actos ,2022,8,-0.8660254037844385,-0.5000000000000004,361.8,202.0,139.0,188.66666666666666,212.0
Actos ,2022,9,-1.0,-1.8369701987210297e-16,363.2,212.0,202.0,199.0,172.0
Actos ,2022,10,-0.8660254037844386,0.5000000000000001,365.1,172.0,153.0,195.33333333333334,216.0
Actos ,2022,11,-0.5000000000000004,0.8660254037844384,366.5,216.0,138.0,200.0,189.0
Actos ,2022,12,-2.4492935982947064e-16,1.0,368.2,189.0,165.0,192.33333333333334,138.0
Actos ,2023,1,0.49999999999999994,0.8660254037844387,365.4,138.0,168.0,181.0,136.0
Actos ,2023,2,0.8660254037844386,0.5000000000000001,362.1,136.0,152.0,154.33333333333334,185.0
Actos ,2023,3,1.0,6.123233995736766e-17,340.5,185.0,199.0,153.0,186.0
Actos ,2023,4,0.8660254037844387,-0.4999999999999998,325.2,186.0,150.0,169.0,198.0
Actos ,2023,5,0.49999999999999994,-0.8660254037844387,315.8,198.0,181.0,189.66666666666666,210.0
Actos ,2023,6,1.2246467991473532e-16,-1.0,310.4,210.0,183.0,198.0,227.0
Actos ,2023,7,-0.4999999999999997,-0.8660254037844388,312.1,227.0,202.0,211.66666666666666,257.0
Actos ,2023,8,-0.8660254037844385,-0.5000000000000004,315.6,257.0,212.0,231.33333333333334,189.0
Actos ,2023,9,-1.0,-1.8369701987210297e-16,318.9,189.0,172.0,224.33333333333334,184.0
Actos ,2023,10,-0.8660254037844386,0.5000000000000001,320.5,184.0,216.0,210.0,180.0
Actos ,2023,11,-0.5000000000000004,0.8660254037844384,322.1,180.0,189.0,184.33333333333334,214.0
Actos ,2023,12,-2.4492935982947064e-16,1.0,324.5,214.0,138.0,192.66666666666666,241.0
Actos ,2024,1,0.49999999999999994,0.8660254037844387,323.8,241.0,136.0,211.66666666666666,187.0
Actos ,2024,2,0.8660254037844386,0.5000000000000001,318.2,187.0,185.0,214.0,139.0
Actos ,2024,3,1.0,6.123233995736766e-17,310.5,139.0,186.0,189.0,163.0
Actos ,2024,4,0.8660254037844387,-0.4999999999999998,305.1,163.0,198.0,163.0,195.0
Actos ,2024,5,0.49999999999999994,-0.8660254037844387,302.4,195.0,210.0,165.66666666666666,213.0
Actos ,2024,6,1.2246467991473532e-16,-1.0,300.8,213.0,227.0,190.33333333333334,226.0
Actos ,2024,7,-0.4999999999999997,-0.8660254037844388,304.5,226.0,257.0,211.33333333333334,246.0
Actos ,2024,8,-0.8660254037844385,-0.5000000000000004,302.1,246.0,189.0,228.33333333333334,233.0
Actos ,2024,9,-1.0,-1.8369701987210297e-16,300.5,233.0,184.0,235.0,281.0
Actos ,2024,10,-0.8660254037844386,0.5000000000000001,305.8,281.0,180.0,253.33333333333334,210.0
Actos ,2024,11,-0.5000000000000004,0.8660254037844384,310.2,210.0,214.0,241.33333333333334,198.0
Actos ,2024,12,-2.4492935982947064e-16,1.0,315.4,198.0,241.0,229.66666666666666,236.0
Actos ,2025,1,0.49999999999999994,0.8660254037844387,320.1,236.0,187.0,214.66666666666666,173.0
Actos ,2025,2,0.8660254037844386,0.5000000000000001,322.5,173.0,139.0,202.33333333333334,235.0
Actos ,2025,3,1.0,6.123233995736766e-17,325.8,235.0,163.0,214.66666666666666,234.0
Actos ,2025,4,0.8660254037844387,-0.4999999999999998,328.1,234.0,195.0,214.0,237.0
Actos ,2025,5,0.49999999999999994,-0.8660254037844387,330.4,237.0,213.0,235.33333333333334,322.0
Actos ,2025,6,1.2246467991473532e-16,-1.0,332.1,322.0,226.0,264.3333333333333,116.0
Actos ,2025,7,-0.4999999999999997,-0.8660254037844388,335.2,116.0,246.0,225.0,165.0
Actos ,2025,8,-0.8660254037844385,-0.5000000000000004,338.5,165.0,233.0,201.0,204.0
Actos ,2025,9,-1.0,-1.8369701987210297e-16,340.2,204.0,281.0,161.66666666666666,100.0
Actos ,2025,10,-0.8660254037844386,0.5000000000000001,342.1,100.0,210.0,156.33333333333334,269.0
Actos ,2025,11,-0.5000000000000004,0.8660254037844384,345.5,269.0,198.0,191.0,344.0
Actos ,2025,12,-2.4492935982947064e-16,1.0,348.9,344.0,236.0,237.66666666666666,440.0
Actos ,2026,1,0.49999999999999994,0.8660254037844387,310.5,440.0,173.0,351.0,418.0
Amlodac ,2020,1,0.49999999999999994,0.8660254037844387,181.3,0.0,0.0,0.0,423.0
Amlodac ,2020,2,0.8660254037844386,0.5000000000000001,181.5,423.0,0.0,0.0,456.0
Amlodac ,2020,3,1.0,6.123233995736766e-17,185.3,456.0,0.0,0.0,297.0
Amlodac ,2020,4,0.8660254037844387,-0.4999999999999998,192.5,297.0,0.0,392.0,307.0
Amlodac ,2020,5,0.49999999999999994,-0.8660254037844387,188.2,307.0,0.0,353.3333333333333,396.0
Amlodac ,2020,6,1.2246467991473532e-16,-1.0,186.4,396.0,0.0,333.3333333333333,332.0
Amlodac ,2020,7,-0.4999999999999997,-0.8660254037844388,185.9,332.0,0.0,345.0,437.0
Amlodac ,2020,8,-0.8660254037844385,-0.5000000000000004,184.2,437.0,0.0,388.3333333333333,337.0
Amlodac ,2020,9,-1.0,-1.8369701987210297e-16,184.8,337.0,0.0,368.6666666666667,267.0
Amlodac ,2020,10,-0.8660254037844386,0.5000000000000001,184.5,267.0,0.0,347.0,304.0
Amlodac ,2020,11,-0.5000000000000004,0.8660254037844384,185.1,304.0,0.0,302.6666666666667,254.0
Amlodac ,2020,12,-2.4492935982947064e-16,1.0,186.7,254.0,0.0,275.0,388.0
Amlodac ,2021,1,0.49999999999999994,0.8660254037844387,190.2,388.0,423.0,315.3333333333333,407.0
Amlodac ,2021,2,0.8660254037844386,0.5000000000000001,194.5,407.0,456.0,349.6666666666667,402.0
Amlodac ,2021,3,1.0,6.123233995736766e-17,198.1,402.0,297.0,399.0,506.0
Amlodac ,2021,4,0.8660254037844387,-0.4999999999999998,201.3,506.0,307.0,438.3333333333333,508.0
Amlodac ,2021,5,0.49999999999999994,-0.8660254037844387,200.5,508.0,396.0,472.0,402.0
Amlodac ,2021,6,1.2246467991473532e-16,-1.0,201.8,402.0,332.0,472.0,289.0
Amlodac ,2021,7,-0.4999999999999997,-0.8660254037844388,202.4,289.0,437.0,399.6666666666667,423.0
Amlodac ,2021,8,-0.8660254037844385,-0.5000000000000004,203.1,423.0,337.0,371.3333333333333,413.0
Amlodac ,2021,9,-1.0,-1.8369701987210297e-16,203.5,413.0,267.0,375.0,401.0
Amlodac ,2021,10,-0.8660254037844386,0.5000000000000001,203.2,401.0,304.0,412.3333333333333,457.0
Amlodac ,2021,11,-0.5000000000000004,0.8660254037844384,203.8,457.0,254.0,423.6666666666667,346.0
Amlodac ,2021,12,-2.4492935982947064e-16,1.0,204.5,346.0,388.0,401.3333333333333,584.0
Amlodac ,2022,1,0.49999999999999994,0.8660254037844387,205.1,584.0,407.0,462.3333333333333,389.0
Amlodac ,2022,2,0.8660254037844386,0.5000000000000001,208.4,389.0,402.0,439.6666666666667,515.0
Amlodac ,2022,3,1.0,6.123233995736766e-17,290.5,515.0,506.0,496.0,359.0
Amlodac ,2022,4,0.8660254037844387,-0.4999999999999998,320.1,359.0,508.0,421.0,397.0
Amlodac ,2022,5,0.49999999999999994,-0.8660254037844387,355.4,397.0,402.0,423.6666666666667,556.0
Amlodac ,2022,6,1.2246467991473532e-16,-1.0,360.2,556.0,289.0,437.3333333333333,411.0
Amlodac ,2022,7,-0.4999999999999997,-0.8660254037844388,362.5,411.0,423.0,454.6666666666667,470.0
Amlodac ,2022,8,-0.8660254037844385,-0.5000000000000004,361.8,470.0,413.0,479.0,423.0
Amlodac ,2022,9,-1.0,-1.8369701987210297e-16,363.2,423.0,401.0,434.6666666666667,405.0
Amlodac ,2022,10,-0.8660254037844386,0.5000000000000001,365.1,405.0,457.0,432.6666666666667,520.0
Amlodac ,2022,11,-0.5000000000000004,0.8660254037844384,366.5,520.0,346.0,449.3333333333333,427.0
Amlodac ,2022,12,-2.4492935982947064e-16,1.0,368.2,427.0,584.0,450.6666666666667,356.0
Amlodac ,2023,1,0.49999999999999994,0.8660254037844387,365.4,356.0,389.0,434.3333333333333,428.0
Amlodac ,2023,2,0.8660254037844386,0.5000000000000001,362.1,428.0,515.0,403.6666666666667,538.0
Amlodac ,2023,3,1.0,6.123233995736766e-17,340.5,538.0,359.0,440.6666666666667,528.0
Amlodac ,2023,4,0.8660254037844387,-0.4999999999999998,325.2,528.0,397.0,498.0,387.0
Amlodac ,2023,5,0.49999999999999994,-0.8660254037844387,315.8,387.0,556.0,484.3333333333333,427.0
Amlodac ,2023,6,1.2246467991473532e-16,-1.0,310.4,427.0,411.0,447.3333333333333,421.0
Amlodac ,2023,7,-0.4999999999999997,-0.8660254037844388,312.1,421.0,470.0,411.6666666666667,422.0
Amlodac ,2023,8,-0.8660254037844385,-0.5000000000000004,315.6,422.0,423.0,423.3333333333333,357.0
Amlodac ,2023,9,-1.0,-1.8369701987210297e-16,318.9,357.0,405.0,400.0,402.0
Amlodac ,2023,10,-0.8660254037844386,0.5000000000000001,320.5,402.0,520.0,393.6666666666667,408.0
Amlodac ,2023,11,-0.5000000000000004,0.8660254037844384,322.1,408.0,427.0,389.0,534.0
Amlodac ,2023,12,-2.4492935982947064e-16,1.0,324.5,534.0,356.0,448.0,563.0
Amlodac ,2024,1,0.49999999999999994,0.8660254037844387,323.8,563.0,428.0,501.6666666666667,508.0
Amlodac ,2024,2,0.8660254037844386,0.5000000000000001,318.2,508.0,538.0,535.0,501.0
Amlodac ,2024,3,1.0,6.123233995736766e-17,310.5,501.0,528.0,524.0,546.0
Amlodac ,2024,4,0.8660254037844387,-0.4999999999999998,305.1,546.0,387.0,518.3333333333334,466.0
Amlodac ,2024,5,0.49999999999999994,-0.8660254037844387,302.4,466.0,427.0,504.3333333333333,430.0
Amlodac ,2024,6,1.2246467991473532e-16,-1.0,300.8,430.0,421.0,480.6666666666667,429.0
Amlodac ,2024,7,-0.4999999999999997,-0.8660254037844388,304.5,429.0,422.0,441.6666666666667,435.0
Amlodac ,2024,8,-0.8660254037844385,-0.5000000000000004,302.1,435.0,357.0,431.3333333333333,396.0
Amlodac ,2024,9,-1.0,-1.8369701987210297e-16,300.5,396.0,402.0,420.0,487.0
Amlodac ,2024,10,-0.8660254037844386,0.5000000000000001,305.8,487.0,408.0,439.3333333333333,546.0
Amlodac ,2024,11,-0.5000000000000004,0.8660254037844384,310.2,546.0,534.0,476.3333333333333,403.0
Amlodac ,2024,12,-2.4492935982947064e-16,1.0,315.4,403.0,563.0,478.6666666666667,538.0
Amlodac ,2025,1,0.49999999999999994,0.8660254037844387,320.1,538.0,508.0,495.6666666666667,540.0
Amlodac ,2025,2,0.8660254037844386,0.5000000000000001,322.5,540.0,501.0,493.6666666666667,602.0
Amlodac ,2025,3,1.0,6.123233995736766e-17,325.8,602.0,546.0,560.0,573.0
Amlodac ,2025,4,0.8660254037844387,-0.4999999999999998,328.1,573.0,466.0,571.6666666666666,455.0
Amlodac ,2025,5,0.49999999999999994,-0.8660254037844387,330.4,455.0,430.0,543.3333333333334,455.0
Amlodac ,2025,6,1.2246467991473532e-16,-1.0,332.1,455.0,429.0,494.3333333333333,720.0
Amlodac ,2025,7,-0.4999999999999997,-0.8660254037844388,335.2,720.0,435.0,543.3333333333334,49.0
Amlodac ,2025,8,-0.8660254037844385,-0.5000000000000004,338.5,49.0,396.0,408.0,1500.0
Amlodac ,2025,9,-1.0,-1.8369701987210297e-16,340.2,1500.0,487.0,756.3333333333334,991.0
Amlodac ,2025,10,-0.8660254037844386,0.5000000000000001,342.1,991.0,546.0,846.6666666666666,615.0
Amlodac ,2025,11,-0.5000000000000004,0.8660254037844384,345.5,615.0,403.0,1035.3333333333333,45.0
Amlodac ,2025,12,-2.4492935982947064e-16,1.0,348.9,45.0,538.0,550.3333333333334,318.0
Amlodac ,2026,1,0.49999999999999994,0.8660254037844387,310.5,318.0,540.0,326.0,222.0
Amlong ,2020,1,0.49999999999999994,0.8660254037844387,181.3,0.0,0.0,0.0,1409.0
Amlong ,2020,2,0.8660254037844386,0.5000000000000001,181.5,1409.0,0.0,0.0,1446.0
Amlong ,2020,3,1.0,6.123233995736766e-17,185.3,1446.0,0.0,0.0,1480.0
Amlong ,2020,4,0.8660254037844387,-0.4999999999999998,192.5,1480.0,0.0,1445.0,1844.0
Amlong ,2020,5,0.49999999999999994,-0.8660254037844387,188.2,1844.0,0.0,1590.0,1239.0
Amlong ,2020,6,1.2246467991473532e-16,-1.0,186.4,1239.0,0.0,1521.0,1415.0
Amlong ,2020,7,-0.4999999999999997,-0.8660254037844388,185.9,1415.0,0.0,1499.3333333333333,1636.0
Amlong ,2020,8,-0.8660254037844385,-0.5000000000000004,184.2,1636.0,0.0,1430.0,1610.0
Amlong ,2020,9,-1.0,-1.8369701987210297e-16,184.8,1610.0,0.0,1553.6666666666667,1045.0
Amlong ,2020,10,-0.8660254037844386,0.5000000000000001,184.5,1045.0,0.0,1430.3333333333333,1221.0
Amlong ,2020,11,-0.5000000000000004,0.8660254037844384,185.1,1221.0,0.0,1292.0,1588.0
Amlong ,2020,12,-2.4492935982947064e-16,1.0,186.7,1588.0,0.0,1284.6666666666667,1444.0
Amlong ,2021,1,0.49999999999999994,0.8660254037844387,190.2,1444.0,1409.0,1417.6666666666667,1441.0
Amlong ,2021,2,0.8660254037844386,0.5000000000000001,194.5,1441.0,1446.0,1491.0,1417.0
Amlong ,2021,3,1.0,6.123233995736766e-17,198.1,1417.0,1480.0,1434.0,1433.0
Amlong ,2021,4,0.8660254037844387,-0.4999999999999998,201.3,1433.0,1844.0,1430.3333333333333,1615.0
Amlong ,2021,5,0.49999999999999994,-0.8660254037844387,200.5,1615.0,1239.0,1488.3333333333333,1488.0
Amlong ,2021,6,1.2246467991473532e-16,-1.0,201.8,1488.0,1415.0,1512.0,1506.0
Amlong ,2021,7,-0.4999999999999997,-0.8660254037844388,202.4,1506.0,1636.0,1536.3333333333333,1485.0
Amlong ,2021,8,-0.8660254037844385,-0.5000000000000004,203.1,1485.0,1610.0,1493.0,1278.0
Amlong ,2021,9,-1.0,-1.8369701987210297e-16,203.5,1278.0,1045.0,1423.0,1489.0
Amlong ,2021,10,-0.8660254037844386,0.5000000000000001,203.2,1489.0,1221.0,1417.3333333333333,2106.0
Amlong ,2021,11,-0.5000000000000004,0.8660254037844384,203.8,2106.0,1588.0,1624.3333333333333,1054.0
Amlong ,2021,12,-2.4492935982947064e-16,1.0,204.5,1054.0,1444.0,1549.6666666666667,1493.0
Amlong ,2022,1,0.49999999999999994,0.8660254037844387,205.1,1493.0,1441.0,1551.0,1327.0
Amlong ,2022,2,0.8660254037844386,0.5000000000000001,208.4,1327.0,1417.0,1291.3333333333333,1697.0
Amlong ,2022,3,1.0,6.123233995736766e-17,290.5,1697.0,1433.0,1505.6666666666667,1625.0
Amlong ,2022,4,0.8660254037844387,-0.4999999999999998,320.1,1625.0,1615.0,1549.6666666666667,1843.0
Amlong ,2022,5,0.49999999999999994,-0.8660254037844387,355.4,1843.0,1488.0,1721.6666666666667,1960.0
Amlong ,2022,6,1.2246467991473532e-16,-1.0,360.2,1960.0,1506.0,1809.3333333333333,1659.0
Amlong ,2022,7,-0.4999999999999997,-0.8660254037844388,362.5,1659.0,1485.0,1820.6666666666667,1848.0
Amlong ,2022,8,-0.8660254037844385,-0.5000000000000004,361.8,1848.0,1278.0,1822.3333333333333,1058.0
Amlong ,2022,9,-1.0,-1.8369701987210297e-16,363.2,1058.0,1489.0,1521.6666666666667,1855.0
Amlong ,2022,10,-0.8660254037844386,0.5000000000000001,365.1,1855.0,2106.0,1587.0,1529.0
Amlong ,2022,11,-0.5000000000000004,0.8660254037844384,366.5,1529.0,1054.0,1480.6666666666667,1720.0
Amlong ,2022,12,-2.4492935982947064e-16,1.0,368.2,1720.0,1493.0,1701.3333333333333,1259.0
Amlong ,2023,1,0.49999999999999994,0.8660254037844387,365.4,1259.0,1327.0,1502.6666666666667,1396.0
Amlong ,2023,2,0.8660254037844386,0.5000000000000001,362.1,1396.0,1697.0,1458.3333333333333,1691.0
Amlong ,2023,3,1.0,6.123233995736766e-17,340.5,1691.0,1625.0,1448.6666666666667,1710.0
Amlong ,2023,4,0.8660254037844387,-0.4999999999999998,325.2,1710.0,1843.0,1599.0,1824.0
Amlong ,2023,5,0.49999999999999994,-0.8660254037844387,315.8,1824.0,1960.0,1741.6666666666667,2055.0
Amlong ,2023,6,1.2246467991473532e-16,-1.0,310.4,2055.0,1659.0,1863.0,1314.0
Amlong ,2023,7,-0.4999999999999997,-0.8660254037844388,312.1,1314.0,1848.0,1731.0,1919.0
Amlong ,2023,8,-0.8660254037844385,-0.5000000000000004,315.6,1919.0,1058.0,1762.6666666666667,1601.0
Amlong ,2023,9,-1.0,-1.8369701987210297e-16,318.9,1601.0,1855.0,1611.3333333333333,1507.0
Amlong ,2023,10,-0.8660254037844386,0.5000000000000001,320.5,1507.0,1529.0,1675.6666666666667,1232.0
Amlong ,2023,11,-0.5000000000000004,0.8660254037844384,322.1,1232.0,1720.0,1446.6666666666667,1677.0
Amlong ,2023,12,-2.4492935982947064e-16,1.0,324.5,1677.0,1259.0,1472.0,1119.0
Amlong ,2024,1,0.49999999999999994,0.8660254037844387,323.8,1119.0,1396.0,1342.6666666666667,1852.0
Amlong ,2024,2,0.8660254037844386,0.5000000000000001,318.2,1852.0,1691.0,1549.3333333333333,1406.0
Amlong ,2024,3,1.0,6.123233995736766e-17,310.5,1406.0,1710.0,1459.0,1837.0
Amlong ,2024,4,0.8660254037844387,-0.4999999999999998,305.1,1837.0,1824.0,1698.3333333333333,1825.0
Amlong ,2024,5,0.49999999999999994,-0.8660254037844387,302.4,1825.0,2055.0,1689.3333333333333,2212.0
Amlong ,2024,6,1.2246467991473532e-16,-1.0,300.8,2212.0,1314.0,1958.0,1772.0
Amlong ,2024,7,-0.4999999999999997,-0.8660254037844388,304.5,1772.0,1919.0,1936.3333333333333,1588.0
Amlong ,2024,8,-0.8660254037844385,-0.5000000000000004,302.1,1588.0,1601.0,1857.3333333333333,1575.0
Amlong ,2024,9,-1.0,-1.8369701987210297e-16,300.5,1575.0,1507.0,1645.0,1998.0
Amlong ,2024,10,-0.8660254037844386,0.5000000000000001,305.8,1998.0,1232.0,1720.3333333333333,1770.0
Amlong ,2024,11,-0.5000000000000004,0.8660254037844384,310.2,1770.0,1677.0,1781.0,1560.0
Amlong ,2024,12,-2.4492935982947064e-16,1.0,315.4,1560.0,1119.0,1776.0,1648.0
Amlong ,2025,1,0.49999999999999994,0.8660254037844387,320.1,1648.0,1852.0,1659.3333333333333,1412.0
Amlong ,2025,2,0.8660254037844386,0.5000000000000001,322.5,1412.0,1406.0,1540.0,1981.0
Amlong ,2025,3,1.0,6.123233995736766e-17,325.8,1981.0,1837.0,1680.3333333333333,1488.0
Amlong ,2025,4,0.8660254037844387,-0.4999999999999998,328.1,1488.0,1825.0,1627.0,2210.0
Amlong ,2025,5,0.49999999999999994,-0.8660254037844387,330.4,2210.0,2212.0,1893.0,2011.0
Amlong ,2025,6,1.2246467991473532e-16,-1.0,332.1,2011.0,1772.0,1903.0,4732.0
Amlong ,2025,7,-0.4999999999999997,-0.8660254037844388,335.2,4732.0,1588.0,2984.3333333333335,1044.0
Amlong ,2025,8,-0.8660254037844385,-0.5000000000000004,338.5,1044.0,1575.0,2595.6666666666665,2405.0
Amlong ,2025,9,-1.0,-1.8369701987210297e-16,340.2,2405.0,1998.0,2727.0,1226.0
Amlong ,2025,10,-0.8660254037844386,0.5000000000000001,342.1,1226.0,1770.0,1558.3333333333333,1258.0
Amlong ,2025,11,-0.5000000000000004,0.8660254037844384,345.5,1258.0,1560.0,1629.6666666666667,950.0
Amlong ,2025,12,-2.4492935982947064e-16,1.0,348.9,950.0,1648.0,1144.6666666666667,1171.0
Amlong ,2026,1,0.49999999999999994,0.8660254037844387,310.5,1171.0,1412.0,1126.3333333333333,925.0
Amlopress ,2020,1,0.49999999999999994,0.8660254037844387,181.3,0.0,0.0,0.0,2100.0
Amlopress ,2020,2,0.8660254037844386,0.5000000000000001,181.5,2100.0,0.0,0.0,1812.0
Amlopress ,2020,3,1.0,6.123233995736766e-17,185.3,1812.0,0.0,0.0,2038.0
Amlopress ,2020,4,0.8660254037844387,-0.4999999999999998,192.5,2038.0,0.0,1983.3333333333333,2293.0
Amlopress ,2020,5,0.49999999999999994,-0.8660254037844387,188.2,2293.0,0.0,2047.6666666666667,3090.0
Amlopress ,2020,6,1.2246467991473532e-16,-1.0,186.4,3090.0,0.0,2473.6666666666665,2373.0
Amlopress ,2020,7,-0.4999999999999997,-0.8660254037844388,185.9,2373.0,0.0,2585.3333333333335,2864.0
Amlopress ,2020,8,-0.8660254037844385,-0.5000000000000004,184.2,2864.0,0.0,2775.6666666666665,2348.0
Amlopress ,2020,9,-1.0,-1.8369701987210297e-16,184.8,2348.0,0.0,2528.3333333333335,2555.0
Amlopress ,2020,10,-0.8660254037844386,0.5000000000000001,184.5,2555.0,0.0,2589.0,2325.0
Amlopress ,2020,11,-0.5000000000000004,0.8660254037844384,185.1,2325.0,0.0,2409.3333333333335,2636.0
Amlopress ,2020,12,-2.4492935982947064e-16,1.0,186.7,2636.0,0.0,2505.3333333333335,2119.0
Amlopress ,2021,1,0.49999999999999994,0.8660254037844387,190.2,2119.0,2100.0,2360.0,1842.0
Amlopress ,2021,2,0.8660254037844386,0.5000000000000001,194.5,1842.0,1812.0,2199.0,1964.0
Amlopress ,2021,3,1.0,6.123233995736766e-17,198.1,1964.0,2038.0,1975.0,2336.0
Amlopress ,2021,4,0.8660254037844387,-0.4999999999999998,201.3,2336.0,2293.0,2047.3333333333333,2194.0
Amlopress ,2021,5,0.49999999999999994,-0.8660254037844387,200.5,2194.0,3090.0,2164.6666666666665,2910.0
Amlopress ,2021,6,1.2246467991473532e-16,-1.0,201.8,2910.0,2373.0,2480.0,2593.0
Amlopress ,2021,7,-0.4999999999999997,-0.8660254037844388,202.4,2593.0,2864.0,2565.6666666666665,3955.0
Amlopress ,2021,8,-0.8660254037844385,-0.5000000000000004,203.1,3955.0,2348.0,3152.6666666666665,2088.0
Amlopress ,2021,9,-1.0,-1.8369701987210297e-16,203.5,2088.0,2555.0,2878.6666666666665,2702.0
Amlopress ,2021,10,-0.8660254037844386,0.5000000000000001,203.2,2702.0,2325.0,2915.0,2135.0
Amlopress ,2021,11,-0.5000000000000004,0.8660254037844384,203.8,2135.0,2636.0,2308.3333333333335,2287.0
Amlopress ,2021,12,-2.4492935982947064e-16,1.0,204.5,2287.0,2119.0,2374.6666666666665,2497.0
Amlopress ,2022,1,0.49999999999999994,0.8660254037844387,205.1,2497.0,1842.0,2306.3333333333335,1752.0
Amlopress ,2022,2,0.8660254037844386,0.5000000000000001,208.4,1752.0,1964.0,2178.6666666666665,2666.0
Amlopress ,2022,3,1.0,6.123233995736766e-17,290.5,2666.0,2336.0,2305.0,3583.0
Amlopress ,2022,4,0.8660254037844387,-0.4999999999999998,320.1,3583.0,2194.0,2667.0,2632.0
Amlopress ,2022,5,0.49999999999999994,-0.8660254037844387,355.4,2632.0,2910.0,2960.3333333333335,3029.0
Amlopress ,2022,6,1.2246467991473532e-16,-1.0,360.2,3029.0,2593.0,3081.3333333333335,3453.0
Amlopress ,2022,7,-0.4999999999999997,-0.8660254037844388,362.5,3453.0,3955.0,3038.0,2877.0
Amlopress ,2022,8,-0.8660254037844385,-0.5000000000000004,361.8,2877.0,2088.0,3119.6666666666665,2645.0
Amlopress ,2022,9,-1.0,-1.8369701987210297e-16,363.2,2645.0,2702.0,2991.6666666666665,1983.0
Amlopress ,2022,10,-0.8660254037844386,0.5000000000000001,365.1,1983.0,2135.0,2501.6666666666665,2963.0
Amlopress ,2022,11,-0.5000000000000004,0.8660254037844384,366.5,2963.0,2287.0,2530.3333333333335,2577.0
Amlopress ,2022,12,-2.4492935982947064e-16,1.0,368.2,2577.0,2497.0,2507.6666666666665,2236.0
Amlopress ,2023,1,0.49999999999999994,0.8660254037844387,365.4,2236.0,1752.0,2592.0,2694.0
Amlopress ,2023,2,0.8660254037844386,0.5000000000000001,362.1,2694.0,2666.0,2502.3333333333335,2510.0
Amlopress ,2023,3,1.0,6.123233995736766e-17,340.5,2510.0,3583.0,2480.0,2649.0
Amlopress ,2023,4,0.8660254037844387,-0.4999999999999998,325.2,2649.0,2632.0,2617.6666666666665,3285.0
