Date,Drug_Name,Brand_Name,Strength,Opening_Stock,Received_Qty,Issued_Qty,Closing_Stock,Shortage_Flag,Lead_Time,USD_Rate
2024-03-01,Metformin,Glilcomet,500mg,10919.0,4506.0,4291.0,11134.0,0,14.0,310.5
2024-04-01,Metformin,Glilcomet,500mg,11134.0,4584.0,4366.0,11352.0,0,15.0,305.1
2024-05-01,Metformin,Glilcomet,500mg,11352.0,4587.0,4369.0,11570.0,0,18.0,302.4
2024-06-01,Metformin,Glilcomet,500mg,11570.0,4880.0,4648.0,11802.0,0,12.0,300.8
2024-07-01,Metformin,Glilcomet,500mg,11802.0,6284.0,5985.0,12101.0,0,10.0,304.5
2024-08-01,Metformin,Glilcomet,500mg,12101.0,4285.0,4081.0,12305.0,0,9.0,302.1
2024-09-01,Metformin,Glilcomet,500mg,12305.0,5434.0,5175.0,12564.0,0,11.0,300.5
2024-10-01,Metformin,Glilcomet,500mg,12564.0,3523.0,3355.0,12732.0,0,10.0,305.8
2024-11-01,Metformin,Glilcomet,500mg,12732.0,4215.0,4014.0,12933.0,0,9.0,310.2
2024-12-01,Metformin,Glilcomet,500mg,12933.0,4536.0,4320.0,13149.0,0,11.0,315.4
2025-01-01,Metformin,Glilcomet,500mg,13149.0,4937.0,4702.0,13384.0,0,12.0,320.1
2025-02-01,Metformin,Glilcomet,500mg,13384.0,5228.0,4979.0,13633.0,0,14.0,322.5
2025-03-01,Metformin,Glilcomet,500mg,13633.0,5535.0,5271.0,13897.0,0,12.0,325.8
2025-04-01,Metformin,Glilcomet,500mg,13897.0,4853.0,4622.0,14128.0,0,11.0,328.1
2025-05-01,Metformin,Glilcomet,500mg,14128.0,4897.0,4664.0,14361.0,0,10.0,330.4
2025-06-01,Metformin,Glilcomet,500mg,14361.0,9471.0,9020.0,14812.0,0,14.0,332.1
2025-07-01,Metformin,Glilcomet,500mg,14812.0,1685.0,1605.0,14892.0,0,15.0,335.2
2025-08-01,Metformin,Glilcomet,500mg,14892.0,2292.0,2183.0,15001.0,0,12.0,338.5
2025-09-01,Metformin,Glilcomet,500mg,15001.0,5361.0,5106.0,15256.0,0,10.0,340.2
2025-10-01,Metformin,Glilcomet,500mg,15256.0,3205.0,3052.0,15409.0,0,11.0,342.1
2025-11-01,Metformin,Glilcomet,500mg,15409.0,7085.0,6748.0,15746.0,0,13.0,345.5
2025-12-01,Metformin,Glilcomet,500mg,15746.0,6263.0,5965.0,16044.0,0,14.0,348.9
2026-01-01,Metformin,Glilcomet,500mg,16044.0,5434.0,5175.0,16303.0,0,10.0,310.5
2020-01-01,Metformin,Metfogen-XR,500mg,1000.0,6614.0,6299.0,1315.0,0,7.0,181.3
2020-02-01,Metformin,Metfogen-XR,500mg,1315.0,7202.0,6859.0,1658.0,0,8.0,181.5
2020-03-01,Metformin,Metfogen-XR,500mg,1658.0,7130.0,6790.0,1998.0,0,6.0,185.3
2020-04-01,Metformin,Metfogen-XR,500mg,1998.0,7199.0,6856.0,2341.0,0,9.0,192.5
2020-05-01,Metformin,Metfogen-XR,500mg,2341.0,6198.0,5903.0,2636.0,0,7.0,188.2
2020-06-01,Metformin,Metfogen-XR,500mg,2636.0,5687.0,5416.0,2907.0,0,10.0,186.4
2020-07-01,Metformin,Metfogen-XR,500mg,2907.0,5821.0,5544.0,3184.0,0,8.0,185.9
2020-08-01,Metformin,Metfogen-XR,500mg,3184.0,4531.0,4315.0,3400.0,0,7.0,184.2
2020-09-01,Metformin,Metfogen-XR,500mg,3400.0,4763.0,4536.0,3627.0,0,9.0,184.8
2020-10-01,Metformin,Metfogen-XR,500mg,3627.0,5018.0,4779.0,3866.0,0,6.0,184.5
2020-11-01,Metformin,Metfogen-XR,500mg,3866.0,5507.0,5245.0,4128.0,0,8.0,185.1
2020-12-01,Metformin,Metfogen-XR,500mg,4128.0,7092.0,6754.0,4466.0,0,11.0,186.7
2021-01-01,Metformin,Metfogen-XR,500mg,4466.0,6023.0,5736.0,4753.0,0,9.0,190.2
2021-02-01,Metformin,Metfogen-XR,500mg,4753.0,6617.0,6302.0,5068.0,0,10.0,194.5
2021-03-01,Metformin,Metfogen-XR,500mg,5068.0,8467.0,8064.0,5471.0,0,12.0,198.1
2021-04-01,Metformin,Metfogen-XR,500mg,5471.0,6454.0,6147.0,5778.0,0,8.0,201.3
2021-05-01,Metformin,Metfogen-XR,500mg,5778.0,7343.0,6993.0,6128.0,0,11.0,200.5
2021-06-01,Metformin,Metfogen-XR,500mg,6128.0,5505.0,5243.0,6390.0,0,7.0,201.8
2021-07-01,Metformin,Metfogen-XR,500mg,6390.0,5969.0,5685.0,6674.0,0,9.0,202.4
2021-08-01,Metformin,Metfogen-XR,500mg,6674.0,5289.0,5037.0,6926.0,0,8.0,203.1
2021-09-01,Metformin,Metfogen-XR,500mg,6926.0,5877.0,5597.0,7206.0,0,10.0,203.5
2021-10-01,Metformin,Metfogen-XR,500mg,7206.0,7254.0,6909.0,7551.0,0,12.0,203.2
2021-11-01,Metformin,Metfogen-XR,500mg,7551.0,5159.0,4913.0,7797.0,0,7.0,203.8
2021-12-01,Metformin,Metfogen-XR,500mg,7797.0,7450.0,7095.0,8152.0,0,13.0,204.5
2022-01-01,Metformin,Metfogen-XR,500mg,8152.0,7472.0,7116.0,8508.0,0,14.0,205.1
2022-02-01,Metformin,Metfogen-XR,500mg,8508.0,6695.0,6376.0,8827.0,0,11.0,208.4
2022-03-01,Metformin,Metfogen-XR,500mg,8827.0,5862.0,5583.0,9106.0,0,15.0,290.5
2022-04-01,Metformin,Metfogen-XR,500mg,9106.0,7193.0,6850.0,9449.0,0,18.0,320.1
2022-05-01,Metformin,Metfogen-XR,500mg,9449.0,6346.0,6044.0,9751.0,0,14.0,355.4
2022-06-01,Metformin,Metfogen-XR,500mg,9751.0,6853.0,6527.0,10077.0,0,12.0,360.2
2022-07-01,Metformin,Metfogen-XR,500mg,10077.0,6454.0,6147.0,10384.0,0,11.0,362.5
2022-08-01,Metformin,Metfogen-XR,500mg,10384.0,8105.0,7719.0,10770.0,0,15.0,361.8
2022-09-01,Metformin,Metfogen-XR,500mg,10770.0,6234.0,5937.0,11067.0,0,10.0,363.2
2022-10-01,Metformin,Metfogen-XR,500mg,11067.0,5732.0,5459.0,11340.0,0,9.0,365.1
2022-11-01,Metformin,Metfogen-XR,500mg,11340.0,7176.0,6834.0,11682.0,0,12.0,366.5
2022-12-01,Metformin,Metfogen-XR,500mg,11682.0,7539.0,7180.0,12041.0,0,13.0,368.2
2023-01-01,Metformin,Metfogen-XR,500mg,12041.0,9239.0,8799.0,12481.0,0,14.0,365.4
2023-02-01,Metformin,Metfogen-XR,500mg,12481.0,8669.0,8256.0,12894.0,0,12.0,362.1
2023-03-01,Metformin,Metfogen-XR,500mg,12894.0,8028.0,7646.0,13276.0,0,11.0,340.5
2023-04-01,Metformin,Metfogen-XR,500mg,13276.0,9261.0,8820.0,13717.0,0,15.0,325.2
2023-05-01,Metformin,Metfogen-XR,500mg,13717.0,6007.0,5721.0,14003.0,0,8.0,315.8
2023-06-01,Metformin,Metfogen-XR,500mg,14003.0,6283.0,5984.0,14302.0,0,9.0,310.4
2023-07-01,Metformin,Metfogen-XR,500mg,14302.0,5851.0,5572.0,14581.0,0,7.0,312.1
2023-08-01,Metformin,Metfogen-XR,500mg,14581.0,6282.0,5983.0,14880.0,0,8.0,315.6
2023-09-01,Metformin,Metfogen-XR,500mg,14880.0,5494.0,5232.0,15142.0,0,7.0,318.9
2023-10-01,Metformin,Metfogen-XR,500mg,15142.0,7683.0,7317.0,15508.0,0,10.0,320.5
2023-11-01,Metformin,Metfogen-XR,500mg,15508.0,7060.0,6724.0,15844.0,0,11.0,322.1
2023-12-01,Metformin,Metfogen-XR,500mg,15844.0,6114.0,5823.0,16135.0,0,9.0,324.5
2024-01-01,Metformin,Metfogen-XR,500mg,16135.0,6762.0,6440.0,16457.0,0,10.0,323.8
2024-02-01,Metformin,Metfogen-XR,500mg,16457.0,8377.0,7978.0,16856.0,0,12.0,318.2
2024-03-01,Metformin,Metfogen-XR,500mg,16856.0,9017.0,8588.0,17285.0,0,14.0,310.5
2024-04-01,Metformin,Metfogen-XR,500mg,17285.0,10484.0,9985.0,17784.0,0,15.0,305.1
2024-05-01,Metformin,Metfogen-XR,500mg,17784.0,11616.0,11063.0,18337.0,0,18.0,302.4
2024-06-01,Metformin,Metfogen-XR,500mg,18337.0,7691.0,7325.0,18703.0,0,12.0,300.8
2024-07-01,Metformin,Metfogen-XR,500mg,18703.0,6057.0,5769.0,18991.0,0,10.0,304.5
2024-08-01,Metformin,Metfogen-XR,500mg,18991.0,5056.0,4815.0,19232.0,0,9.0,302.1
2024-09-01,Metformin,Metfogen-XR,500mg,19232.0,7347.0,6997.0,19582.0,0,11.0,300.5
2024-10-01,Metformin,Metfogen-XR,500mg,19582.0,6461.0,6153.0,19890.0,0,10.0,305.8
2024-11-01,Metformin,Metfogen-XR,500mg,19890.0,7168.0,6827.0,20231.0,0,9.0,310.2
2024-12-01,Metformin,Metfogen-XR,500mg,20231.0,7268.0,6922.0,20577.0,0,11.0,315.4
2025-01-01,Metformin,Metfogen-XR,500mg,20577.0,8057.0,7673.0,20961.0,0,12.0,320.1
2025-02-01,Metformin,Metfogen-XR,500mg,20961.0,9801.0,9334.0,21428.0,0,14.0,322.5
2025-03-01,Metformin,Metfogen-XR,500mg,21428.0,8509.0,8104.0,21833.0,0,12.0,325.8
2025-04-01,Metformin,Metfogen-XR,500mg,21833.0,7930.0,7552.0,22211.0,0,11.0,328.1
2025-05-01,Metformin,Metfogen-XR,500mg,22211.0,6713.0,6393.0,22531.0,0,10.0,330.4
2025-06-01,Metformin,Metfogen-XR,500mg,22531.0,1001.0,953.0,22579.0,0,14.0,332.1
2025-07-01,Metformin,Metfogen-XR,500mg,22579.0,5139.0,4894.0,22824.0,0,15.0,335.2
2025-08-01,Metformin,Metfogen-XR,500mg,22824.0,5852.0,5573.0,23103.0,0,12.0,338.5
2025-09-01,Metformin,Metfogen-XR,500mg,23103.0,3487.0,3321.0,23269.0,0,10.0,340.2
2025-10-01,Metformin,Metfogen-XR,500mg,23269.0,2319.0,2209.0,23379.0,0,11.0,342.1
2025-11-01,Metformin,Metfogen-XR,500mg,23379.0,21351.0,20334.0,24396.0,0,13.0,345.5
2025-12-01,Metformin,Metfogen-XR,500mg,24396.0,10772.0,10259.0,24909.0,0,14.0,348.9
2026-01-01,Metformin,Metfogen-XR,500mg,24909.0,11685.0,11129.0,25465.0,0,10.0,310.5
2020-01-01,Metformin,Glucopet-XR,500mg,1000.0,8595.0,8186.0,1409.0,0,7.0,181.3
2020-02-01,Metformin,Glucopet-XR,500mg,1409.0,7860.0,7486.0,1783.0,0,8.0,181.5
2020-03-01,Metformin,Glucopet-XR,500mg,1783.0,7301.0,6953.0,2131.0,0,6.0,185.3
2020-04-01,Metformin,Glucopet-XR,500mg,2131.0,7452.0,7097.0,2486.0,0,9.0,192.5
2020-05-01,Metformin,Glucopet-XR,500mg,2486.0,9353.0,8908.0,2931.0,0,7.0,188.2
2020-06-01,Metformin,Glucopet-XR,500mg,2931.0,11435.0,10890.0,3476.0,0,10.0,186.4
2020-07-01,Metformin,Glucopet-XR,500mg,3476.0,8997.0,8569.0,3904.0,0,8.0,185.9
2020-08-01,Metformin,Glucopet-XR,500mg,3904.0,8322.0,7926.0,4300.0,0,7.0,184.2
2020-09-01,Metformin,Glucopet-XR,500mg,4300.0,8537.0,8130.0,4707.0,0,9.0,184.8
2020-10-01,Metformin,Glucopet-XR,500mg,4707.0,9724.0,9261.0,5170.0,0,6.0,184.5
2020-11-01,Metformin,Glucopet-XR,500mg,5170.0,8246.0,7853.0,5563.0,0,8.0,185.1
2020-12-01,Metformin,Glucopet-XR,500mg,5563.0,7661.0,7296.0,5928.0,0,11.0,186.7
2021-01-01,Metformin,Glucopet-XR,500mg,5928.0,9997.0,9521.0,6404.0,0,9.0,190.2
2021-02-01,Metformin,Glucopet-XR,500mg,6404.0,9454.0,9004.0,6854.0,0,10.0,194.5
2021-03-01,Metformin,Glucopet-XR,500mg,6854.0,11637.0,11083.0,7408.0,0,12.0,198.1
2021-04-01,Metformin,Glucopet-XR,500mg,7408.0,9774.0,9309.0,7873.0,0,8.0,201.3
2021-05-01,Metformin,Glucopet-XR,500mg,7873.0,7991.0,7610.0,8254.0,0,11.0,200.5
2021-06-01,Metformin,Glucopet-XR,500mg,8254.0,7742.0,7373.0,8623.0,0,7.0,201.8
2021-07-01,Metformin,Glucopet-XR,500mg,8623.0,11855.0,11290.0,9188.0,0,9.0,202.4
2021-08-01,Metformin,Glucopet-XR,500mg,9188.0,11557.0,11007.0,9738.0,0,8.0,203.1
2021-09-01,Metformin,Glucopet-XR,500mg,9738.0,8386.0,7987.0,10137.0,0,10.0,203.5
2021-10-01,Metformin,Glucopet-XR,500mg,10137.0,7951.0,7572.0,10516.0,0,12.0,203.2
2021-11-01,Metformin,Glucopet-XR,500mg,10516.0,10465.0,9967.0,11014.0,0,7.0,203.8
2021-12-01,Metformin,Glucopet-XR,500mg,11014.0,7270.0,6924.0,11360.0,0,13.0,204.5
2022-01-01,Metformin,Glucopet-XR,500mg,11360.0,7802.0,7430.0,11732.0,0,14.0,205.1
2022-02-01,Metformin,Glucopet-XR,500mg,11732.0,10286.0,9796.0,12222.0,0,11.0,208.4
2022-03-01,Metformin,Glucopet-XR,500mg,12222.0,9177.0,8740.0,12659.0,0,15.0,290.5
2022-04-01,Metformin,Glucopet-XR,500mg,12659.0,10010.0,9533.0,13136.0,0,18.0,320.1
2022-05-01,Metformin,Glucopet-XR,500mg,13136.0,9870.0,9400.0,13606.0,0,14.0,355.4
2022-06-01,Metformin,Glucopet-XR,500mg,13606.0,10534.0,10032.0,14108.0,0,12.0,360.2
2022-07-01,Metformin,Glucopet-XR,500mg,14108.0,12039.0,11466.0,14681.0,0,11.0,362.5
2022-08-01,Metformin,Glucopet-XR,500mg,14681.0,9530.0,9076.0,15135.0,0,15.0,361.8
2022-09-01,Metformin,Glucopet-XR,500mg,15135.0,9996.0,9520.0,15611.0,0,10.0,363.2
2022-10-01,Metformin,Glucopet-XR,500mg,15611.0,6523.0,6212.0,15922.0,0,9.0,365.1
2022-11-01,Metformin,Glucopet-XR,500mg,15922.0,8790.0,8371.0,16341.0,0,12.0,366.5
2022-12-01,Metformin,Glucopet-XR,500mg,16341.0,7968.0,7589.0,16720.0,0,13.0,368.2
2023-01-01,Metformin,Glucopet-XR,500mg,16720.0,7828.0,7455.0,17093.0,0,14.0,365.4
2023-02-01,Metformin,Glucopet-XR,500mg,17093.0,8625.0,8214.0,17504.0,0,12.0,362.1
2023-03-01,Metformin,Glucopet-XR,500mg,17504.0,9756.0,9291.0,17969.0,0,11.0,340.5
2023-04-01,Metformin,Glucopet-XR,500mg,17969.0,12107.0,11530.0,18546.0,0,15.0,325.2
2023-05-01,Metformin,Glucopet-XR,500mg,18546.0,8733.0,8317.0,18962.0,0,8.0,315.8
2023-06-01,Metformin,Glucopet-XR,500mg,18962.0,10597.0,10092.0,19467.0,0,9.0,310.4
2023-07-01,Metformin,Glucopet-XR,500mg,19467.0,9550.0,9095.0,19922.0,0,7.0,312.1
2023-08-01,Metformin,Glucopet-XR,500mg,19922.0,9429.0,8980.0,20371.0,0,8.0,315.6
2023-09-01,Metformin,Glucopet-XR,500mg,20371.0,11113.0,10584.0,20900.0,0,7.0,318.9
2023-10-01,Metformin,Glucopet-XR,500mg,20900.0,10131.0,9649.0,21382.0,0,10.0,320.5
2023-11-01,Metformin,Glucopet-XR,500mg,21382.0,11400.0,10857.0,21925.0,0,11.0,322.1
2023-12-01,Metformin,Glucopet-XR,500mg,21925.0,9307.0,8864.0,22368.0,0,9.0,324.5
2024-01-01,Metformin,Glucopet-XR,500mg,22368.0,8919.0,8494.0,22793.0,0,10.0,323.8
2024-02-01,Metformin,Glucopet-XR,500mg,22793.0,10022.0,9545.0,23270.0,0,12.0,318.2
2024-03-01,Metformin,Glucopet-XR,500mg,23270.0,11206.0,10672.0,23804.0,0,14.0,310.5
2024-04-01,Metformin,Glucopet-XR,500mg,23804.0,11415.0,10871.0,24348.0,0,15.0,305.1
2024-05-01,Metformin,Glucopet-XR,500mg,24348.0,9540.0,9086.0,24802.0,0,18.0,302.4
2024-06-01,Metformin,Glucopet-XR,500mg,24802.0,11263.0,10727.0,25338.0,0,12.0,300.8
2024-07-01,Metformin,Glucopet-XR,500mg,25338.0,11195.0,10662.0,25871.0,0,10.0,304.5
2024-08-01,Metformin,Glucopet-XR,500mg,25871.0,15220.0,14495.0,26596.0,0,9.0,302.1
2024-09-01,Metformin,Glucopet-XR,500mg,26596.0,13347.0,12711.0,27232.0,0,11.0,300.5
2024-10-01,Metformin,Glucopet-XR,500mg,27232.0,8663.0,8250.0,27645.0,0,10.0,305.8
2024-11-01,Metformin,Glucopet-XR,500mg,27645.0,9411.0,8963.0,28093.0,0,9.0,310.2
2024-12-01,Metformin,Glucopet-XR,500mg,28093.0,8057.0,7673.0,28477.0,0,11.0,315.4
2025-01-01,Metformin,Glucopet-XR,500mg,28477.0,9546.0,9091.0,28932.0,0,12.0,320.1
2025-02-01,Metformin,Glucopet-XR,500mg,28932.0,11448.0,10903.0,29477.0,0,14.0,322.5
2025-03-01,Metformin,Glucopet-XR,500mg,29477.0,13640.0,12990.0,30127.0,0,12.0,325.8
2025-04-01,Metformin,Glucopet-XR,500mg,30127.0,10498.0,9998.0,30627.0,0,11.0,328.1
2025-05-01,Metformin,Glucopet-XR,500mg,30627.0,10719.0,10209.0,31137.0,0,10.0,330.4
2025-06-01,Metformin,Glucopet-XR,500mg,31137.0,750.0,714.0,31173.0,0,14.0,332.1
2025-07-01,Metformin,Glucopet-XR,500mg,31173.0,2695.0,2567.0,31301.0,0,15.0,335.2
2025-08-01,Metformin,Glucopet-XR,500mg,31301.0,24803.0,23622.0,32482.0,0,12.0,338.5
2025-09-01,Metformin,Glucopet-XR,500mg,32482.0,2822.0,2688.0,32616.0,0,10.0,340.2
2025-10-01,Metformin,Glucopet-XR,500mg,32616.0,901.0,858.0,32659.0,0,11.0,342.1
2025-11-01,Metformin,Glucopet-XR,500mg,32659.0,22871.0,21782.0,33748.0,0,13.0,345.5
2025-12-01,Metformin,Glucopet-XR,500mg,33748.0,2164.0,2061.0,33851.0,0,14.0,348.9
2026-01-01,Metformin,Glucopet-XR,500mg,33851.0,33907.0,32292.0,35466.0,0,10.0,310.5
2020-01-01,Gliclazide,Diamicron-MR,60mg,500.0,4173.0,3974.0,699.0,0,7.0,181.3
2020-02-01,Gliclazide,Diamicron-MR,60mg,699.0,4818.0,4589.0,928.0,0,8.0,181.5
2020-03-01,Gliclazide,Diamicron-MR,60mg,928.0,5868.0,5589.0,1207.0,0,6.0,185.3
2020-04-01,Gliclazide,Diamicron-MR,60mg,1207.0,5820.0,5543.0,1484.0,0,9.0,192.5
2020-05-01,Gliclazide,Diamicron-MR,60mg,1484.0,5325.0,5071.0,1738.0,0,7.0,188.2
2020-06-01,Gliclazide,Diamicron-MR,60mg,1738.0,5607.0,5340.0,2005.0,0,10.0,186.4
2020-07-01,Gliclazide,Diamicron-MR,60mg,2005.0,4634.0,4413.0,2226.0,0,8.0,185.9
2020-08-01,Gliclazide,Diamicron-MR,60mg,2226.0,5371.0,5115.0,2482.0,0,7.0,184.2
2020-09-01,Gliclazide,Diamicron-MR,60mg,2482.0,5163.0,4917.0,2728.0,0,9.0,184.8
2020-10-01,Gliclazide,Diamicron-MR,60mg,2728.0,5357.0,5102.0,2983.0,0,6.0,184.5
2020-11-01,Gliclazide,Diamicron-MR,60mg,2983.0,4623.0,4403.0,3203.0,0,8.0,185.1
2020-12-01,Gliclazide,Diamicron-MR,60mg,3203.0,5336.0,5082.0,3457.0,0,11.0,186.7
2021-01-01,Gliclazide,Diamicron-MR,60mg,3457.0,5860.0,5581.0,3736.0,0,9.0,190.2
2021-02-01,Gliclazide,Diamicron-MR,60mg,3736.0,5325.0,5071.0,3990.0,0,10.0,194.5
2021-03-01,Gliclazide,Diamicron-MR,60mg,3990.0,5728.0,5455.0,4263.0,0,12.0,198.1
2021-04-01,Gliclazide,Diamicron-MR,60mg,4263.0,5719.0,5447.0,4535.0,0,8.0,201.3
2021-05-01,Gliclazide,Diamicron-MR,60mg,4535.0,5862.0,5583.0,4814.0,0,11.0,200.5
2021-06-01,Gliclazide,Diamicron-MR,60mg,4814.0,5341.0,5087.0,5068.0,0,7.0,201.8
2021-07-01,Gliclazide,Diamicron-MR,60mg,5068.0,6213.0,5917.0,5364.0,0,9.0,202.4
2021-08-01,Gliclazide,Diamicron-MR,60mg,5364.0,5707.0,5435.0,5636.0,0,8.0,203.1
2021-09-01,Gliclazide,Diamicron-MR,60mg,5636.0,7653.0,7289.0,6000.0,0,10.0,203.5
2021-10-01,Gliclazide,Diamicron-MR,60mg,6000.0,6816.0,6491.0,6325.0,0,12.0,203.2
2021-11-01,Gliclazide,Diamicron-MR,60mg,6325.0,5540.0,5276.0,6589.0,0,7.0,203.8
2021-12-01,Gliclazide,Diamicron-MR,60mg,6589.0,4614.0,4394.0,6809.0,0,13.0,204.5
2022-01-01,Gliclazide,Diamicron-MR,60mg,6809.0,4433.0,4222.0,7020.0,0,14.0,205.1
2022-02-01,Gliclazide,Diamicron-MR,60mg,7020.0,6471.0,6163.0,7328.0,0,11.0,208.4
2022-03-01,Gliclazide,Diamicron-MR,60mg,7328.0,5881.0,5601.0,7608.0,0,15.0,290.5
2022-04-01,Gliclazide,Diamicron-MR,60mg,7608.0,6344.0,6042.0,7910.0,0,18.0,320.1
2022-05-01,Gliclazide,Diamicron-MR,60mg,7910.0,4695.0,4471.0,8134.0,0,14.0,355.4
2022-06-01,Gliclazide,Diamicron-MR,60mg,8134.0,7117.0,6778.0,8473.0,0,12.0,360.2
2022-07-01,Gliclazide,Diamicron-MR,60mg,8473.0,6599.0,6285.0,8787.0,0,11.0,362.5
2022-08-01,Gliclazide,Diamicron-MR,60mg,8787.0,5101.0,4858.0,9030.0,0,15.0,361.8
2022-09-01,Gliclazide,Diamicron-MR,60mg,9030.0,5420.0,5162.0,9288.0,0,10.0,363.2
2022-10-01,Gliclazide,Diamicron-MR,60mg,9288.0,5826.0,5549.0,9565.0,0,9.0,365.1
